order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_time_actual,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,predicted_delivery_mode,traffic_avoidance
2d081dF,16,Cookie,2024-04-26,,,,,,,,,,9bad0e83-2cc1-4921-a9cd-31ecbdd20016,,,,,,,,,,,,,,,,,,,
04267eY,59,Cup cake,2024-03-25,,,,,,,,,,fceb2f79-a7a7-4857-b5c8-333fb5569d96,,,,,,,,,,,,,,,,,,,
f1456eH,18,Beef pie,2024-04-01,,,,,,,,,,9e646f2d-3f71-4d72-9b3d-a5237c10c297,,,,,,,,,,,,,,,,,,,
ea2237C,44,Chicken pie,2024-12-12,,,,,,,,,,089ece87-fea1-4c03-b467-d2b57f1f4445,,,,,,,,,,,,,,,,,,,
f0a518Q,2,Cup cake,2024-04-14,,,,,,,,,,ca7ccce8-66a8-41e2-a70d-af698101c50d,,,,,,,,,,,,,,,,,,,
55c926O,36,Cup cake,2024-09-29,,,,,,,,,,7c8049c1-4a2c-48db-b5ce-d30443c3f8d1,,,,,,,,,,,,,,,,,,,
b14d66U,18,Chicken pie,2024-06-09,,,,,,,,,,b0d0a83a-5e63-4ce0-883a-66898e942677,,,,,,,,,,,,,,,,,,,
92e5e4N,41,Burritos,2024-11-12,,,,,,,,,,2de3b004-deef-4dbe-907e-0de364409a7c,,,,,,,,,,,,,,,,,,,
f38265F,96,Briyani rice,2024-03-31,,,,,,,,,,8b2fa62b-a23a-408b-959f-060c70c1a063,,,,,,,,,,,,,,,,,,,
726faaE,39,Sushi,2024-11-10,,,,,,,,,,32a55fdd-9f99-49b4-a78e-2b4ef5472901,,,,,,,,,,,,,,,,,,,
ae8cc4S,86,Beef pie,2024-02-09,,,,,,,,,,d5f6b1f3-4606-426b-8f6a-3bbddb97809a,,,,,,,,,,,,,,,,,,,
58da57R,35,Pasta,2024-07-02,,,,,,,,,,361a0434-3ee2-46e0-9682-1db7c7ef17f5,,,,,,,,,,,,,,,,,,,
baf7f7R,3,Chicken wings,2024-11-06,,,,,,,,,,53c5cdc4-90b3-4ebc-8f3d-1af53b5d5768,,,,,,,,,,,,,,,,,,,
55126dB,92,Cookie,2024-11-10,,,,,,,,,,e4725e0d-1a9f-4ea7-b3f6-4ef1dae16d88,,,,,,,,,,,,,,,,,,,
3e23eeE,87,Salad,2024-07-24,,,,,,,,,,b08a373f-07d3-4c58-93da-858ec77b1127,,,,,,,,,,,,,,,,,,,
db9ad2J,8,Pizza,2024-09-03,,,,,,,,,,3a0a8be2-5993-4b86-9eba-936986e278a7,,,,,,,,,,,,,,,,,,,
19ebb2H,48,Chicken wings,2024-02-22,,,,,,,,,,c9ed9acc-6d3b-4bbb-8baa-1200d3d92d79,,,,,,,,,,,,,,,,,,,
aa74ddZ,75,Briyani rice,2024-07-28,,,,,,,,,,fb6a7c16-9cf4-4fb7-9d02-ddf20e0be154,,,,,,,,,,,,,,,,,,,
093264F,24,Dumplings,2024-08-05,,,,,,,,,,c0925c33-53e0-45e9-a392-7476dc533225,,,,,,,,,,,,,,,,,,,
0f6018Q,65,Chicken rice,2024-11-01,,,,,,,,,,2faca5db-3f66-455d-b760-6010746a0efa,,,,,,,,,,,,,,,,,,,
061f1aH,10,PastrySmoothie,2024-03-21,,,,,,,,,,84c1c495-de71-49fa-8a89-17ac9051ae33,,,,,,,,,,,,,,,,,,,
c4b763Q,100,Whole cake,2024-10-29,,,,,,,,,,5f3104c4-a793-4cc4-a37e-6e07275703ed,,,,,,,,,,,,,,,,,,,
5ffbcfO,32,PastrySmoothie,2024-07-27,,,,,,,,,,f5502953-1f11-4482-8425-8170709e9c4f,,,,,,,,,,,,,,,,,,,
1d5782C,59,Chicken pie,2024-06-03,,,,,,,,,,cfefdc7f-e4fd-4260-a135-14657709c78f,,,,,,,,,,,,,,,,,,,
8e2fbdN,85,Fried chicken,2024-01-17,,,,,,,,,,ca8ad156-669e-4fac-8fe2-bbd887000f13,,,,,,,,,,,,,,,,,,,
90b911T,34,Briyani rice,2024-06-02,,,,,,,,,,8da47b3c-afa2-45e4-ad4d-c38b0cd95f7e,,,,,,,,,,,,,,,,,,,
30801eJ,63,Cookie,2024-11-04,,,,,,,,,,48363ec8-7e5f-4605-b322-33fc14d8c7a1,,,,,,,,,,,,,,,,,,,
9eff64T,25,Dumplings,2024-07-11,,,,,,,,,,96147956-1ae8-4dd6-92ac-8a491827e3ba,,,,,,,,,,,,,,,,,,,
d9965aS,19,Shawarma,2024-11-19,,,,,,,,,,9820e793-9f3d-41d9-81f4-6443d932bc0f,,,,,,,,,,,,,,,,,,,
12a9c4W,68,Beef pie,2024-05-13,,,,,,,,,,97e69ab3-39ec-4c00-80e7-a1eee864d8de,,,,,,,,,,,,,,,,,,,
7014b8Z,55,Sushi,2024-06-06,,,,,,,,,,bc5b9c89-94f6-4b38-8b78-95dc0b534628,,,,,,,,,,,,,,,,,,,
df7676A,54,Pizza,2024-06-24,,,,,,,,,,662b477c-2e98-426b-94d6-98a192068419,,,,,,,,,,,,,,,,,,,
729f54P,2,Burritos,2024-12-05,,,,,,,,,,ecc5d181-dec9-48a4-8ae2-15fcc9c5da60,,,,,,,,,,,,,,,,,,,
c69304Y,10,Chicken rice,2024-06-27,,,,,,,,,,c2359614-d537-45c8-9ea4-4e13e3bbe53e,,,,,,,,,,,,,,,,,,,
f6ae79C,13,Cup cake,2024-01-10,,,,,,,,,,91c1c0e7-0100-4a11-af0f-bce2151ba927,,,,,,,,,,,,,,,,,,,
012f5cN,12,Chicken wings,2024-09-03,,,,,,,,,,0dfe918c-66dc-4fba-a583-38c3ac45d744,,,,,,,,,,,,,,,,,,,
ac4313C,40,Shawarma,2024-03-26,,,,,,,,,,f135ce42-0834-4e4c-bd1a-bd231e7b294a,,,,,,,,,,,,,,,,,,,
e4f0c0S,45,Shawarma,2024-04-08,,,,,,,,,,0f8efe4a-b421-45b2-aacc-00ba745678f3,,,,,,,,,,,,,,,,,,,
d549f1F,59,Taccos,2024-08-05,,,,,,,,,,3c758b32-f8f9-4516-aa30-0e4faf63e67b,,,,,,,,,,,,,,,,,,,
2e942bQ,67,Fried chicken,2024-11-12,,,,,,,,,,6d76476e-8c38-4c85-aa1b-3166a288d87a,,,,,,,,,,,,,,,,,,,
8f7897C,28,Pizza,2024-04-27,,,,,,,,,,c4eb53a2-0233-4eec-8abd-782bb5c2c6ef,,,,,,,,,,,,,,,,,,,
2b22c1C,26,Shawarma,2024-12-11,,,,,,,,,,1f6c90af-7fab-4852-ba33-5735363f4b70,,,,,,,,,,,,,,,,,,,
d965f4D,43,Soup,2024-10-18,,,,,,,,,,e901f6a7-dd70-4eb4-9101-9f4de77fd699,,,,,,,,,,,,,,,,,,,
5bc250V,65,Soup,2024-09-20,,,,,,,,,,dbcb98ac-9129-4582-ad82-caf3186ec1c9,,,,,,,,,,,,,,,,,,,
d1d1baJ,99,Taccos,2024-02-10,,,,,,,,,,cd280c46-b6d2-41c9-bf9c-73396d18339b,,,,,,,,,,,,,,,,,,,
aa16a6U,14,Chicken rice,2024-09-03,,,,,,,,,,e9684373-2c1a-431f-b163-d4265cb60ede,,,,,,,,,,,,,,,,,,,
2cc19bN,47,Whole cake,2024-03-09,,,,,,,,,,9a531f9c-327a-4ae4-a594-b71357b525ee,,,,,,,,,,,,,,,,,,,
8e14afT,54,Chicken rice,2024-11-25,,,,,,,,,,8a1c0b6c-0d89-476e-adc3-fdad61d6afe5,,,,,,,,,,,,,,,,,,,
462b84X,28,Chicken rice,2024-06-02,,,,,,,,,,6a36198c-ca6b-46be-a96f-4e3d0cb7bc13,,,,,,,,,,,,,,,,,,,
1a63c5I,76,Whole cake,2024-03-31,,,,,,,,,,9806b0e7-40da-4714-8ebb-76a33b0f14fe,,,,,,,,,,,,,,,,,,,
5406b2K,84,Briyani rice,2024-10-10,,,,,,,,,,01a29f41-5574-4623-9eca-914eda954abb,,,,,,,,,,,,,,,,,,,
c4329aN,70,Cookie,2024-03-01,,,,,,,,,,9029c014-eb3e-4277-943a-16aa2bb53308,,,,,,,,,,,,,,,,,,,
8322b2W,77,Taccos,2024-09-08,,,,,,,,,,201a8426-f1a4-4a21-9c78-c20e98003a9e,,,,,,,,,,,,,,,,,,,
c21639X,95,Burger,2024-01-23,,,,,,,,,,56b580d1-e962-48f1-8fb7-5775b84f163f,,,,,,,,,,,,,,,,,,,
0f9faeK,1,Briyani rice,2024-11-23,,,,,,,,,,757bc226-5283-4c36-9e41-61cd659eecb1,,,,,,,,,,,,,,,,,,,
49b001X,48,Soup,2024-11-17,,,,,,,,,,53809243-6563-4aa3-9b85-8fbb91905259,,,,,,,,,,,,,,,,,,,
44176bM,76,Whole cake,2024-12-03,,,,,,,,,,468db58a-7f8e-4604-b28b-ffbff0e7d3cf,,,,,,,,,,,,,,,,,,,
8bdaf8T,46,Salad,2024-12-12,,,,,,,,,,bd87f5b1-00fe-4e68-9406-00a5239295a0,,,,,,,,,,,,,,,,,,,
21cda2X,85,Chicken rice,2024-08-04,,,,,,,,,,97f79979-26b7-4e12-a1b9-c87deb0da8fc,,,,,,,,,,,,,,,,,,,
721319K,84,Shawarma,2024-01-05,,,,,,,,,,4aeb1a21-f5bf-4e72-9b91-644406d2f975,,,,,,,,,,,,,,,,,,,
1deb3cU,44,Chicken wings,2024-12-07,,,,,,,,,,bc70c7d1-14cd-4848-983c-a27da6bdc6bf,,,,,,,,,,,,,,,,,,,
068a55Z,60,Pasta,2024-06-13,,,,,,,,,,27adc06f-1db7-4d23-8737-93686b3138a1,,,,,,,,,,,,,,,,,,,
199abbS,22,Burger,2024-11-14,,,,,,,,,,1ffce46f-cb9c-4e3f-9e42-623c55103e2f,,,,,,,,,,,,,,,,,,,
8075faW,31,Shawarma,2024-07-31,,,,,,,,,,dd423320-f63f-4f10-b99b-a3a5491ab3c6,,,,,,,,,,,,,,,,,,,
0ae241X,39,Fried chicken,2024-03-13,,,,,,,,,,f873f836-1489-41a0-a755-9c48a8bffb7f,,,,,,,,,,,,,,,,,,,
f9ec7cI,56,Fried chicken,2024-07-24,,,,,,,,,,261a29e3-178b-41fa-8dc9-35cbae5570a3,,,,,,,,,,,,,,,,,,,
e4f631F,30,Soup,2024-03-27,,,,,,,,,,9fc077ef-db75-4d42-ac91-2f5321f8c2db,,,,,,,,,,,,,,,,,,,
ea66a9H,68,Beef pie,2024-02-11,,,,,,,,,,70189772-7634-40b5-9c5a-a5124d478d3e,,,,,,,,,,,,,,,,,,,
0d3a8fS,66,Pizza,2024-03-04,,,,,,,,,,faa9e9f4-d735-4f20-b288-27f679f073b9,,,,,,,,,,,,,,,,,,,
cc0b30M,51,Soup,2024-07-01,,,,,,,,,,672e0078-440c-4c75-aa53-9a495939e271,,,,,,,,,,,,,,,,,,,
b440f3J,82,Pasta,2024-05-01,,,,,,,,,,3c96f8da-4edf-400e-9cd9-fb4014e13155,,,,,,,,,,,,,,,,,,,
f61063B,61,Burger,2024-08-21,,,,,,,,,,66b4c431-fdd4-4931-903c-4d0e6559e970,,,,,,,,,,,,,,,,,,,
cff28eM,2,Cup cake,2024-11-18,,,,,,,,,,dbcae47a-724f-48c8-9647-062ff43242bc,,,,,,,,,,,,,,,,,,,
01bb82W,97,Taccos,2024-01-04,,,,,,,,,,1d9613f3-2499-4f0b-b81b-591264d8e131,,,,,,,,,,,,,,,,,,,
383078Y,20,Fried chicken,2024-06-22,,,,,,,,,,9ec2bc99-c7b1-4eb6-a836-d6ac0c12f529,,,,,,,,,,,,,,,,,,,
20708aW,26,Whole cake,2024-11-27,,,,,,,,,,0c9aba33-0cd1-4516-8c6b-acd369545156,,,,,,,,,,,,,,,,,,,
82e338K,21,Chicken pie,2024-06-14,,,,,,,,,,89a645e8-908c-4ac5-9535-08943414ba6d,,,,,,,,,,,,,,,,,,,
da7a1aD,30,Pasta,2024-04-14,,,,,,,,,,93ebc608-3875-4ded-b96e-12d37fb42638,,,,,,,,,,,,,,,,,,,
2323d6M,31,Dumplings,2024-04-22,,,,,,,,,,8f9351f7-de1e-40a9-a982-faffa6b6e7c2,,,,,,,,,,,,,,,,,,,
f15cbcL,43,Whole cake,2024-06-18,,,,,,,,,,fa1547d8-1de0-46eb-9d3d-f0e75cb045c7,,,,,,,,,,,,,,,,,,,
849275O,68,Pasta,2024-02-25,,,,,,,,,,987f21f4-1f24-4966-b754-75900bc52936,,,,,,,,,,,,,,,,,,,
1e6eaeV,74,Sushi,2024-08-07,,,,,,,,,,e7c7ec91-7e7b-4b36-b8ed-3cbe15ca0869,,,,,,,,,,,,,,,,,,,
368a1fP,64,Cookie,2024-08-01,,,,,,,,,,266aa9d5-c820-45aa-8e80-7f71f0ac2d69,,,,,,,,,,,,,,,,,,,
f3abd8N,16,Taccos,2024-10-04,,,,,,,,,,94fc07ca-5b23-42d4-b890-4231fcf86c88,,,,,,,,,,,,,,,,,,,
d735c0A,13,Chicken rice,2024-08-31,,,,,,,,,,74ebe09b-3f0d-4162-9616-aa2208864969,,,,,,,,,,,,,,,,,,,
a40809X,4,Fried chicken,2024-05-16,,,,,,,,,,a612a3b6-05e7-4838-bb82-9a42a56bac8a,,,,,,,,,,,,,,,,,,,
ff7166O,65,CoffeeBoba tea,2024-04-08,,,,,,,,,,0d9fb791-f641-48dc-8d98-c3e19d8a7b1f,,,,,,,,,,,,,,,,,,,
f321d1D,82,Soup,2024-02-23,,,,,,,,,,eaefc270-6653-4b0f-b499-ca530ac736ed,,,,,,,,,,,,,,,,,,,
c77251F,71,Pasta,2024-01-13,,,,,,,,,,4becad23-7b01-4c03-9e3a-de16dc5f834e,,,,,,,,,,,,,,,,,,,
89bc72X,64,Salad,2024-02-25,,,,,,,,,,30e30396-fbd8-48e4-ae4e-a962ee9263e8,,,,,,,,,,,,,,,,,,,
da4838R,97,Pasta,2024-09-30,,,,,,,,,,0aeb091c-784a-4a29-b178-33d21eb204ae,,,,,,,,,,,,,,,,,,,
db34fcQ,99,Whole cake,2024-04-10,,,,,,,,,,e2da290a-3c2b-4c9e-bad3-e00d699e654d,,,,,,,,,,,,,,,,,,,
773b3eA,19,Burritos,2024-09-10,,,,,,,,,,386feba4-0d47-4196-a52c-72ff6c09f516,,,,,,,,,,,,,,,,,,,
2101f9U,92,Pasta,2024-09-29,,,,,,,,,,68307e26-247c-472b-bcd0-1e9629b70c1c,,,,,,,,,,,,,,,,,,,
463698F,22,Cookie,2024-08-28,,,,,,,,,,95938011-9870-42af-8085-da84caf523a2,,,,,,,,,,,,,,,,,,,
b4ec4bK,36,Burger,2024-08-16,,,,,,,,,,1215c1fb-15f9-4e37-b1d3-083c3d165d2a,,,,,,,,,,,,,,,,,,,
04f16aO,36,Pasta,2024-08-27,,,,,,,,,,f38bcd52-e047-4306-a1e4-7ceb715f00b7,,,,,,,,,,,,,,,,,,,
bfd6eaV,16,CoffeeBoba tea,2024-07-04,,,,,,,,,,a7189aa1-c370-47a9-8166-5c604dbbb53a,,,,,,,,,,,,,,,,,,,
31dba4J,35,Sushi,2024-04-14,,,,,,,,,,e0475ae1-25f9-4ee3-81d2-f0116017d06f,,,,,,,,,,,,,,,,,,,
a6193aE,87,Pasta,2024-06-09,,,,,,,,,,e6daeccf-0d3a-4888-bdda-96af453e4ceb,,,,,,,,,,,,,,,,,,,
545b82H,75,Chicken rice,2024-10-07,,,,,,,,,,2c71cb15-8ca9-4034-8db6-5aa45c309dc4,,,,,,,,,,,,,,,,,,,
3426d4W,1,Cookie,2024-06-27,,,,,,,,,,e2c19eb5-b06f-4cbc-b8ff-4228dce70416,,,,,,,,,,,,,,,,,,,
c7bb86U,35,Whole cake,2024-10-31,,,,,,,,,,1a18dd74-7310-4ec8-bf02-3f36b55ec6f5,,,,,,,,,,,,,,,,,,,
8dc6f1S,60,Cup cake,2024-01-17,,,,,,,,,,51a47a5e-4054-46d8-bc4a-3223db20a770,,,,,,,,,,,,,,,,,,,
b67697L,69,Beef pie,2024-03-09,,,,,,,,,,4ac7051c-a11f-4eac-b035-8e8dcdf7fbe9,,,,,,,,,,,,,,,,,,,
9ed955H,61,Sushi,2024-04-01,,,,,,,,,,4e471843-76a5-4ee1-9a72-277c8934a0ff,,,,,,,,,,,,,,,,,,,
e1e247E,88,Shawarma,2024-10-27,,,,,,,,,,72eda92a-eebd-4a60-aa61-d2c2b59c3af7,,,,,,,,,,,,,,,,,,,
eed8a1N,70,Chicken rice,2024-07-14,,,,,,,,,,189d4702-416f-4fd7-900c-6440b60ea5b8,,,,,,,,,,,,,,,,,,,
913411O,1,Pasta,2024-07-03,,,,,,,,,,9d336ecb-6095-40f1-8fde-448ddbb74888,,,,,,,,,,,,,,,,,,,
